Address,Sell Price,Sell Date,Last Sell Price,Last Sell Date,Auction,Rent Amount PW,Rent Date,Land Size SQM,Building Size SQM,Bedrooms,Toilets,Car,Suburb,Suburb_Code
13 Orr Street,"756,000",23 Dec 2017,"373,250",Aug 2011,1.0,380,Dec 2019,697,,3,1,1,Manifold Heights,17
2/8 Orr Street,"255,000",Dec 2017,"179,500",Mar 2011,,300,Jan 2020,61,,,,,Manifold Heights,17
5/211-213 Church Street,"385,000",Dec 2017,,,,,,280,,,,,Manifold Heights,17
179 Church Street,"510,000",Dec 2017,"451,200",Jun 2016,,345,Feb 2021,670,119,3,1,3,Manifold Heights,17
128 Minerva Road,"600,000",16 Dec 2017,"415,000",Nov 2015,1.0,,,627,,4,2,2,Manifold Heights,17
1/6 Strachan Avenue,"347,000",Dec 2017,"66,000",Feb 2000,,350,Jul 2019,83,,,,,Manifold Heights,17
65 Sydenham Avenue,"791,000",16 Dec 2017,"420,000",Apr 2012,1.0,395,Apr 2012,666,,3,1,3,Manifold Heights,17
11A Manifold Street,"626,000",Dec 2017,"532,000",Nov 2015,,460,Jan 2019,259,126,3,2,1,Manifold Heights,17
39 Girton Crescent,"890,000",09 Dec 2017,"185,000",Oct 2000,1.0,,,646,,5,2,2,Manifold Heights,17
17 Orr Street,"1,400,000",09 Dec 2017,"512,500",May 2007,1.0,,,697,,4,3,3,Manifold Heights,17
6 Central Avenue,"665,000",Dec 2017,"470,000",May 2011,1.0,350,Jun 2012,627,,3,1,1,Manifold Heights,17
32 Volum Street,"1,925,000",04 Dec 2017,"710,000",Sep 2009,1.0,,,"1,105",388,6,3,2,Manifold Heights,17
3 Girton Crescent,"950,000",Dec 2017,,,,,,651,,4,3,2,Manifold Heights,17
14 Merton Grove,"620,000",02 Dec 2017,"512,000",Nov 2015,1.0,,,363,,3,1,1,Manifold Heights,17
58 Minerva Road,"1,600,000",02 Dec 2017,"520,000",Jul 2013,1.0,,,966,137,4,2,3,Manifold Heights,17
1/168 Minerva Road,"515,000",18 Nov 2017,"407,500",Oct 2012,1.0,350,Jul 2013,201,,,,,Manifold Heights,17
245 Shannon Avenue,"590,000",16 Nov 2017,,,1.0,,,636,,3,2,2,Manifold Heights,17
1/17 Lascelles Avenue,"343,000",Nov 2017,"239,000",Oct 2010,,310,Aug 2019,977,,,,,Manifold Heights,17
1/108 Minerva Road,"410,000",Nov 2017,"326,000",Nov 2015,,300,Sep 2015,292,,,,,Manifold Heights,17
22 Malvern Grove,"651,000",Oct 2017,"85,000",Jul 2014,,320,Feb 2018,598,,3,1,1,Manifold Heights,17
