Address,Sell Price,Sell Date,Last Sell Price,Last Sell Date,Auction,Rent Amount PW,Rent Date,Land Size SQM,Building Size SQM,Bedrooms,Toilets,Car,Suburb,Suburb_Code
8 Tucker Street,"363,700",Oct 2013,,,,,,135,,6,2,3,BreakWater,5
14-16 Currier Street,"390,000",Oct 2013,"220,000",Jul 2005,,,,"1,854",,,,,BreakWater,5
3/66 Tanner Street,"375,100",Oct 2013,,,,,,504,,,,,BreakWater,5
1/66 Tanner Street,"120,450",Oct 2013,,,,,,872,,,,,BreakWater,5
2/66 Tanner Street,"120,450",Oct 2013,,,,,,874,,,,,BreakWater,5
56 Tucker Street,"350,250",Oct 2013,"85,000",Mar 1988,,,,762,,,,,BreakWater,5
14 Currier Street,"390,000",Oct 2013,"220,000",Jul 2005,,,,"1,854",,,,,BreakWater,5
58 Tucker Street,"410,000",21 Sep 2013,,,1.0,,,"1,364",,,,,BreakWater,5
5 Tanner Court,"374,500",Sep 2013,"125,000",Dec 2007,,,,621,134,,,,BreakWater,5
6/12 Apparel Close,"332,750",Sep 2013,,,,,,216,,,,,BreakWater,5
7/12 Apparel Close,"269,500",Sep 2013,,,,,,163,,,,,BreakWater,5
1/12-14 Apparel Close,"308,000",Aug 2013,,,,"20,000",Jul 2017,163,,,,,BreakWater,5
8/12-14 Apparel Close,"264,000",Aug 2013,,,,,,167,,,,,BreakWater,5
48 Tucker Street,"350,000",Aug 2013,,,,300,Jan 2014,"1,176",127,3,1,1,BreakWater,5
1/12 Apparel Close,"308,000",Aug 2013,,,,,,163,160,,,,BreakWater,5
8/12 Apparel Close,"264,000",Aug 2013,,,,,,"3,633",,,,,BreakWater,5
55 Leather Street,"335,000",Aug 2013,"75,000",Sep 1996,,,,"1,534",1534,,,,BreakWater,5
324 Boundary Road,"700,000",Aug 2013,"315,000",Jul 2001,,"47,000",Mar 2015,"2,179",885,,,,BreakWater,5
5 Hitchcock Street,"245,000",Jul 2013,"62,000",Sep 1996,,300,Aug 2013,545,,3,1,2,BreakWater,5
4/12 Apparel Close,"262,350",Jul 2013,,,,,,,,,,,BreakWater,5
8 Holman Court,"240,000",Jul 2013,"87,000",Dec 2000,,,,732,,3,1,1,BreakWater,5
2/10 Cosgrove Street,"267,500",Jun 2013,"250,000",Nov 2009,,290,Sep 2014,851,,,,,BreakWater,5
54 Hitchcock Street,"255,000",Jun 2013,"82,500",Feb 2001,,295,Aug 2016,534,,3,1,2,BreakWater,5
7/9-11 Leather Street,"345,000",May 2013,"230,000",Sep 2007,,"25,000",Oct 2012,349,,,,,BreakWater,5
22 Fidge Crescent,"278,000",May 2013,,,,,,558,124,4,2,1,BreakWater,5
7/9 Leather Street,"345,000",May 2013,,,,,,349,,,,,BreakWater,5
3/12 Apparel Close,"261,800",May 2013,,,,,,169,,,,,BreakWater,5
11 Fidge Crescent,"246,000",29 Apr 2013,,,1.0,185,Jul 2007,586,99,3,1,1,BreakWater,5
18 Fellmongers Road,"255,000",Apr 2013,,,,280,Mar 2012,650,,3,1,3,BreakWater,5
5/9 Leather Street,"233,200",Apr 2013,,,,,,114,191,,,,BreakWater,5
2/12 Apparel Close,"261,800",Apr 2013,,,,,,169,,,,,BreakWater,5
2 Hamilton Court,"173,000",Mar 2013,,,,,,777,,,,,BreakWater,5
1/28 Breakwater Road,"445,000",Mar 2013,,,,240,Nov 2013,,,,,,BreakWater,5
25 Young Street,"250,000",Mar 2013,"200,000",Mar 2006,,,,534,,1,,,BreakWater,5
62 Tanner Street,"270,000",Mar 2013,"219,000",Mar 2005,,,,806,,3,1,4,BreakWater,5
54 Fidge Crescent,"265,000",Feb 2013,"170,000",Feb 2008,,220,Jan 2008,557,124,2,1,1,BreakWater,5
2 Tucker Street,"310,000",Jan 2013,"202,500",Aug 2005,,,,900,,3,1,2,BreakWater,5
26 Young Street,"220,000",Dec 2012,,,,310,Mar 2013,534,98,3,1,1,BreakWater,5
2/6 Solomon Court,"275,000",Dec 2012,"55,000",Sep 2009,,300,Oct 2015,254,,3,2,1,BreakWater,5
2/7 Tucker Street,"165,000",Dec 2012,,,,180,Jan 2013,47,,,,,BreakWater,5
7 Reeves Court,"264,000",Nov 2012,"220,000",Apr 2010,,,,"1,216",,,,,BreakWater,5
8/1 Holman Court,"190,000",Oct 2012,"139,000",Aug 2007,,260,Jan 2019,"1,557",,,,,BreakWater,5
52 Leather Street,"605,000",Sep 2012,"316,938",Jun 2002,,,,"1,815",,,,,BreakWater,5
4/1 Holman Court,"90,000",Sep 2012,,,,260,Jul 2019,83,,,,,BreakWater,5
35 Fidge Crescent,"240,000",Aug 2012,,,,,,573,,3,1,1,BreakWater,5
50 Leather Street,"1,595,000",Aug 2012,"185,000",Nov 1998,,,,"1,820",,,,,BreakWater,5
32 Fellmongers Road,"4,950,000",Aug 2012,,,,,,"52,697",,,,,BreakWater,5
91 Holman Court,"146,000",Jul 2012,,,,,,,,,,,BreakWater,5
25 Leather Street,"2,175,000",Jul 2012,,,,,,"6,875",,,,,BreakWater,5
"9,1 Holman Court","146,000",Jul 2012,,,,,,52,,,,,BreakWater,5
58 Leather Street,"1,300,000",Jun 2012,"170,000",Jul 2001,,,,"3,899",,,,,BreakWater,5
20 Cosgrove Street,"60,000",Jun 2012,,,,,,771,,,,,BreakWater,5
31 Tanner Street,"295,000",May 2012,,,,,,766,105,3,1,1,BreakWater,5
2/12 Cosgrove Street,"285,000",May 2012,,,,,,250,,2,1,1,BreakWater,5
2/22 Tucker Street,"110,000",May 2012,,,,,,319,117,,,,BreakWater,5
1/22 Tucker Street,"110,000",May 2012,,,,,,"1,220",117,,,,BreakWater,5
3/60 Tanner Street,"323,000",May 2012,,,,285,Apr 2019,273,,,,,BreakWater,5
9 Hitchcock Street,"259,900",Apr 2012,"95,000",Aug 2000,,,,532,,3,1,1,BreakWater,5
2/60 Tanner Street,"285,000",Mar 2012,,,,,,273,93,,,,BreakWater,5
24 Fellmongers Road,"270,000",Feb 2012,,,,,,657,,3,1,4,BreakWater,5
26 Fidge Crescent,"231,000",Jan 2012,,,,,,558,,3,1,1,BreakWater,5
